,Start_Date,End_Date,Port_Return,Benchmark_Return,Port_Return_Ann,Benchmark_Return_Ann,Port_1yr_Drawdown,Benchmark_1yr_Drawdown
286,2002-08-19,2014-06-16,137.43%,103.66%,7.58%,6.2%,-19.52%,-52.39%
287,2002-08-19,2014-10-14,129.88%,96.75%,7.08%,5.72%,-19.52%,-52.39%
288,2002-12-16,2006-03-30,39.14%,41.63%,10.57%,11.17%,-11.5%,-8.19%
289,2002-12-16,2006-07-28,42.43%,39.64%,10.27%,9.67%,-11.5%,-8.19%
290,2002-12-16,2006-11-24,53.89%,53.14%,11.55%,11.42%,-11.5%,-8.19%
291,2002-12-16,2007-03-23,59.6%,56.45%,11.58%,11.06%,-11.5%,-8.19%
292,2002-12-16,2007-07-23,67.6%,68.0%,11.87%,11.93%,-11.5%,-8.19%
293,2002-12-16,2007-11-20,52.43%,57.82%,8.92%,9.69%,-11.5%,-9.05%
294,2002-12-16,2008-03-19,41.01%,42.19%,6.75%,6.92%,-19.46%,-18.2%
295,2002-12-16,2008-07-17,41.01%,36.61%,6.34%,5.74%,-19.46%,-22.68%
296,2002-12-16,2008-11-14,41.01%,-5.49%,5.98%,-0.95%,-19.46%,-45.72%
297,2002-12-16,2009-03-13,41.01%,-16.98%,5.66%,-2.94%,-19.46%,-52.39%
298,2002-12-16,2009-07-10,41.76%,-4.03%,5.46%,-0.62%,-19.46%,-52.39%
299,2002-12-16,2009-11-09,73.57%,19.55%,8.31%,2.62%,-19.46%,-52.39%
300,2002-12-16,2010-03-09,82.83%,24.89%,8.7%,3.12%,-19.46%,-52.39%
301,2002-12-16,2010-07-07,68.65%,15.78%,7.16%,1.96%,-19.46%,-52.39%
302,2002-12-16,2010-11-04,75.85%,33.4%,7.42%,3.72%,-19.46%,-52.39%
303,2002-12-16,2011-03-04,91.03%,44.54%,8.19%,4.58%,-19.46%,-52.39%
304,2002-12-16,2011-07-01,95.04%,46.12%,8.13%,4.54%,-19.46%,-52.39%
305,2002-12-16,2011-10-28,68.74%,40.32%,6.08%,3.89%,-19.46%,-52.39%
306,2002-12-16,2012-02-27,70.04%,49.66%,5.94%,4.48%,-19.46%,-52.39%
307,2002-12-16,2012-06-26,62.81%,44.0%,5.25%,3.9%,-19.52%,-52.39%
308,2002-12-16,2012-10-24,71.34%,53.87%,5.61%,4.47%,-19.52%,-52.39%
309,2002-12-16,2013-02-21,80.79%,64.12%,5.98%,4.98%,-19.52%,-52.39%
310,2002-12-16,2013-06-21,91.25%,73.56%,6.36%,5.38%,-19.52%,-52.39%
311,2002-12-16,2013-10-18,114.02%,90.28%,7.27%,6.11%,-19.52%,-52.39%
312,2002-12-16,2014-02-14,128.51%,100.79%,7.68%,6.44%,-19.52%,-52.39%
313,2002-12-16,2014-06-16,137.43%,111.99%,7.8%,6.75%,-19.52%,-52.39%
314,2002-12-16,2014-10-14,129.88%,104.8%,7.29%,6.24%,-19.52%,-52.39%
315,2003-04-15,2006-07-28,42.43%,42.55%,11.36%,11.39%,-11.5%,-8.19%
316,2003-04-15,2006-11-24,53.89%,56.33%,12.67%,13.16%,-11.5%,-8.19%
317,2003-04-15,2007-03-23,59.6%,59.71%,12.6%,12.62%,-11.5%,-8.19%
318,2003-04-15,2007-07-23,67.6%,71.5%,12.84%,13.45%,-11.5%,-8.19%
319,2003-04-15,2007-11-20,52.43%,61.1%,9.59%,10.92%,-11.5%,-9.05%
320,2003-04-15,2008-03-19,41.01%,45.15%,7.22%,7.85%,-19.46%,-18.2%
321,2003-04-15,2008-07-17,41.01%,39.45%,6.75%,6.53%,-19.46%,-22.68%
322,2003-04-15,2008-11-14,41.01%,-3.52%,6.34%,-0.64%,-19.46%,-45.72%
323,2003-04-15,2009-03-13,41.01%,-15.25%,5.98%,-2.76%,-19.46%,-52.39%
324,2003-04-15,2009-07-10,41.76%,-2.03%,5.75%,-0.33%,-19.46%,-52.39%
325,2003-04-15,2009-11-09,73.57%,22.04%,8.75%,3.08%,-19.46%,-52.39%
326,2003-04-15,2010-03-09,82.83%,27.49%,9.13%,3.58%,-19.46%,-52.39%
327,2003-04-15,2010-07-07,68.65%,18.19%,7.49%,2.34%,-19.46%,-52.39%
328,2003-04-15,2010-11-04,75.85%,36.18%,7.75%,4.17%,-19.46%,-52.39%
329,2003-04-15,2011-03-04,91.03%,47.55%,8.55%,5.05%,-19.46%,-52.39%
330,2003-04-15,2011-07-01,95.04%,49.16%,8.47%,4.99%,-19.46%,-52.39%
331,2003-04-15,2011-10-28,68.74%,43.24%,6.32%,4.3%,-19.46%,-52.39%
332,2003-04-15,2012-02-27,70.04%,52.77%,6.16%,4.89%,-19.46%,-52.39%
333,2003-04-15,2012-06-26,62.81%,47.0%,5.44%,4.27%,-19.52%,-52.39%
334,2003-04-15,2012-10-24,71.34%,57.07%,5.81%,4.85%,-19.52%,-52.39%
335,2003-04-15,2013-02-21,80.79%,67.54%,6.19%,5.37%,-19.52%,-52.39%
336,2003-04-15,2013-06-21,91.25%,77.18%,6.57%,5.77%,-19.52%,-52.39%
337,2003-04-15,2013-10-18,114.02%,94.24%,7.5%,6.52%,-19.52%,-52.39%
338,2003-04-15,2014-02-14,128.51%,104.97%,7.92%,6.84%,-19.52%,-52.39%
339,2003-04-15,2014-06-16,137.43%,116.41%,8.04%,7.15%,-19.52%,-52.39%
340,2003-04-15,2014-10-14,129.88%,109.07%,7.5%,6.62%,-19.52%,-52.39%
341,2003-08-13,2006-11-24,47.15%,41.71%,12.48%,11.2%,-11.5%,-8.08%
342,2003-08-13,2007-03-23,52.61%,44.78%,12.42%,10.79%,-11.5%,-8.08%
343,2003-08-13,2007-07-23,60.25%,55.46%,12.7%,11.83%,-11.5%,-8.08%
344,2003-08-13,2007-11-20,45.74%,46.04%,9.21%,9.27%,-11.5%,-9.05%
345,2003-08-13,2008-03-19,34.83%,31.58%,6.71%,6.14%,-19.46%,-18.2%
346,2003-08-13,2008-07-17,34.83%,26.41%,6.25%,4.87%,-19.46%,-22.68%
347,2003-08-13,2008-11-14,34.83%,-12.54%,5.85%,-2.52%,-19.46%,-45.72%
348,2003-08-13,2009-03-13,34.83%,-23.17%,5.49%,-4.61%,-19.46%,-52.39%
349,2003-08-13,2009-07-10,35.55%,-11.19%,5.28%,-1.99%,-19.46%,-52.39%
350,2003-08-13,2009-11-09,65.96%,10.63%,8.45%,1.63%,-19.46%,-52.39%
351,2003-08-13,2010-03-09,74.82%,15.57%,8.87%,2.23%,-19.46%,-52.39%
352,2003-08-13,2010-07-07,61.26%,7.14%,7.17%,1.0%,-19.46%,-52.39%
353,2003-08-13,2010-11-04,68.14%,23.45%,7.45%,2.95%,-19.46%,-52.39%
354,2003-08-13,2011-03-04,82.66%,33.75%,8.29%,3.92%,-19.46%,-52.39%
355,2003-08-13,2011-07-01,86.49%,35.22%,8.22%,3.9%,-19.46%,-52.39%
356,2003-08-13,2011-10-28,61.35%,29.85%,6.0%,3.23%,-19.46%,-52.39%
357,2003-08-13,2012-02-27,62.59%,38.49%,5.85%,3.88%,-19.46%,-52.39%
358,2003-08-13,2012-06-26,55.68%,33.26%,5.11%,3.29%,-19.52%,-52.39%
359,2003-08-13,2012-10-24,63.83%,42.39%,5.51%,3.91%,-19.52%,-52.39%
360,2003-08-13,2013-02-21,72.87%,51.88%,5.91%,4.48%,-19.52%,-52.39%
361,2003-08-13,2013-06-21,82.87%,60.61%,6.31%,4.92%,-19.52%,-52.39%
362,2003-08-13,2013-10-18,104.64%,76.08%,7.28%,5.71%,-19.52%,-52.39%
363,2003-08-13,2014-02-14,118.49%,85.8%,7.72%,6.07%,-19.52%,-52.39%
364,2003-08-13,2014-06-16,127.02%,96.17%,7.85%,6.41%,-19.52%,-52.39%
365,2003-08-13,2014-10-14,119.8%,89.52%,7.3%,5.89%,-19.52%,-52.39%
366,2003-12-11,2007-03-23,39.38%,32.85%,10.64%,9.04%,-7.52%,-7.59%
367,2003-12-11,2007-07-23,46.36%,42.66%,11.11%,10.32%,-7.52%,-7.59%
368,2003-12-11,2007-11-20,33.11%,34.01%,7.52%,7.7%,-11.02%,-9.05%
369,2003-12-11,2008-03-19,23.14%,20.74%,4.99%,4.51%,-19.46%,-18.2%
370,2003-12-11,2008-07-17,23.14%,16.0%,4.63%,3.28%,-19.46%,-22.68%
371,2003-12-11,2008-11-14,23.14%,-19.74%,4.31%,-4.36%,-19.46%,-45.72%
372,2003-12-11,2009-03-13,23.14%,-29.5%,4.04%,-6.43%,-19.46%,-52.39%
373,2003-12-11,2009-07-10,23.8%,-18.5%,3.9%,-3.6%,-19.46%,-52.39%
374,2003-12-11,2009-11-09,51.57%,1.52%,7.28%,0.26%,-19.46%,-52.39%
375,2003-12-11,2010-03-09,59.66%,6.05%,7.78%,0.94%,-19.46%,-52.39%
376,2003-12-11,2010-07-07,47.28%,-1.69%,6.06%,-0.26%,-19.46%,-52.39%
